"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.671697555E2,6.506427778E1,2.558984324E1,2.879273697E1,4.628223781E1,3.011951208E0,2.897945862E2,2.043989980E0,6.000000000E0,3.000000000E0,3.700000000E1
4.681551699E2,6.506430487E1,2.558970657E1,2.834922083E1,4.583871908E1,3.140928745E0,2.870466003E2,2.051251335E0,6.000000000E0,3.000000000E0,3.500000000E1
4.691537341E2,6.506432446E1,2.558955882E1,2.766008665E1,4.514957935E1,3.218626976E0,2.851837463E2,2.056803471E0,6.000000000E0,3.000000000E0,3.700000000E1
4.701602986E2,6.506433294E1,2.558944210E1,2.750894519E1,4.499843153E1,3.271440744E0,2.835031433E2,2.062287976E0,6.000000000E0,3.000000000E0,3.700000000E1
4.711438233E2,6.506434102E1,2.558932669E1,2.807039694E1,4.555987690E1,3.341220617E0,2.779877930E2,2.067064949E0,6.000000000E0,3.000000000E0,3.800000000E1
4.721659794E2,6.506434733E1,2.558922590E1,2.836789967E1,4.585737386E1,3.342543364E0,2.779983826E2,2.070929457E0,6.000000000E0,3.000000000E0,3.800000000E1
4.731640202E2,6.506435032E1,2.558914377E1,2.785191944E1,4.534138831E1,3.315613985E0,2.763895874E2,2.075812698E0,6.000000000E0,3.000000000E0,3.700000000E1
4.741387362E2,6.506436112E1,2.558904280E1,2.690732976E1,4.439679412E1,3.292917252E0,2.759768677E2,2.083472743E0,6.000000000E0,3.000000000E0,3.700000000E1
4.751375694E2,6.506438584E1,2.558889029E1,2.631261841E1,4.380207834E1,3.280693769E0,2.756050720E2,2.089758787E0,6.000000000E0,3.000000000E0,3.800000000E1
4.761401000E2,6.506440434E1,2.558876358E1,2.659154979E1,4.408100546E1,3.255266428E0,2.766310120E2,2.094097537E0,6.000000000E0,3.000000000E0,3.800000000E1
4.771255045E2,6.506441600E1,2.558867526E1,2.598294754E1,4.347239990E1,3.208508253E0,2.785784912E2,2.098045630E0,6.000000000E0,3.000000000E0,3.600000000E1
4.781382685E2,6.506442698E1,2.558859517E1,2.543995476E1,4.292940423E1,3.148900747E0,2.852563782E2,2.102457570E0,6.000000000E0,3.000000000E0,3.700000000E1
4.791540255E2,6.506444201E1,2.558850807E1,2.536769172E1,4.285713892E1,3.099373341E0,2.849647522E2,2.111698249E0,6.000000000E0,3.000000000E0,3.600000000E1
4.801413321E2,6.506446765E1,2.558832057E1,2.717588619E1,4.466532663E1,3.193550587E0,2.856270142E2,2.121132786E0,6.000000000E0,3.000000000E0,3.600000000E1
4.811456551E2,6.506449088E1,2.558812702E1,2.747519438E1,4.496462692E1,3.323374271E0,2.910775146E2,2.127816595E0,6.000000000E0,3.000000000E0,3.800000000E1
4.821571614E2,6.506451347E1,2.558799489E1,2.751498165E1,4.500441070E1,3.445523262E0,2.911092529E2,2.133297342E0,6.000000000E0,3.000000000E0,3.700000000E1
4.831748427E2,6.506453845E1,2.558789411E1,2.709276153E1,4.458219014E1,3.530261517E0,2.955242920E2,2.140523969E0,6.000000000E0,3.000000000E0,3.700000000E1
4.841587938E2,6.506457072E1,2.558776031E1,2.756402418E1,4.505345195E1,3.657414198E0,3.055465088E2,2.146921242E0,6.000000000E0,3.000000000E0,3.800000000E1
4.851449040E2,6.506459835E1,2.558764061E1,2.755570110E1,4.504512777E1,3.737429142E0,3.071828308E2,2.152022953E0,6.000000000E0,3.000000000E0,3.700000000E1
4.861500260E2,6.506462552E1,2.558755291E1,2.740915079E1,4.489857864E1,3.795731306E0,3.098640137E2,2.158094550E0,6.000000000E0,3.000000000E0,3.900000000E1
4.871606536E2,6.506464708E1,2.558743391E1,2.711483695E1,4.460426203E1,3.797321796E0,3.125160828E2,2.164347871E0,6.000000000E0,3.000000000E0,3.800000000E1
4.881600383E2,6.506467347E1,2.558731612E1,2.735238702E1,4.484181080E1,3.791931868E0,3.159797058E2,2.168866297E0,6.000000000E0,3.000000000E0,3.800000000E1
4.891416985E2,6.506469922E1,2.558724157E1,2.692948235E1,4.441890790E1,3.798519850E0,3.104521179E2,2.174328222E0,4.000000000E0,3.000000000E0,3.800000000E1
4.901548006E2,6.506472984E1,2.558715046E1,2.674187260E1,4.423130006E1,3.809594393E0,3.118367920E2,2.179398221E0,4.000000000E0,3.000000000E0,3.700000000E1
4.911666627E2,6.506475573E1,2.558706144E1,2.636636889E1,4.385579708E1,3.830529928E0,3.082647095E2,2.184379771E0,4.000000000E0,3.000000000E0,3.500000000E1
4.921387293E2,6.506478266E1,2.558697652E1,2.643585982E1,4.392528935E1,3.860432148E0,3.060822449E2,2.189106858E0,4.000000000E0,3.000000000E0,3.400000000E1
4.931653355E2,6.506480755E1,2.558689477E1,2.561242363E1,4.310185415E1,3.884278774E0,3.046947327E2,2.194645387E0,4.000000000E0,3.000000000E0,3.500000000E1
4.941491064E2,6.506484065E1,2.558680649E1,2.610625043E1,4.359568380E1,3.929400682E0,3.146787720E2,2.199945629E0,4.000000000E0,3.000000000E0,3.700000000E1
4.951440008E2,6.506486528E1,2.558670969E1,2.580635127E1,4.329578444E1,3.973431110E0,3.096058655E2,2.204549880E0,4.000000000E0,3.000000000E0,3.600000000E1
4.961403280E2,6.506489492E1,2.558664110E1,2.562300716E1,4.311244366E1,4.002056599E0,3.157137756E2,2.209239994E0,4.000000000E0,3.000000000E0,3.700000000E1
4.971598025E2,6.506492186E1,2.558656411E1,2.535588540E1,4.284532386E1,4.035449505E0,3.089929810E2,2.214016287E0,3.000000000E0,3.000000000E0,3.600000000E1
4.981589655E2,6.506494797E1,2.558648322E1,2.535784888E1,4.284728875E1,4.037547112E0,3.142027588E2,2.218347885E0,3.000000000E0,3.000000000E0,3.900000000E1
4.991581650E2,6.506497554E1,2.558641794E1,2.537124199E1,4.286068487E1,4.029041290E0,3.110646667E2,2.222591185E0,3.000000000E0,3.000000000E0,3.800000000E1
5.001644318E2,6.506500112E1,2.558635076E1,2.513652406E1,4.262596924E1,4.015502453E0,3.178311157E2,2.227405070E0,4.000000000E0,3.000000000E0,3.800000000E1
5.011597341E2,6.506503493E1,2.558628663E1,2.478808703E1,4.227753709E1,4.013437748E0,3.146252136E2,2.227405070E0,4.000000000E0,3.000000000E0,3.600000000E1
5.015609940E2,6.506503493E1,2.558628663E1,2.478808703E1,4.227753709E1,4.013437748E0,3.146252136E2,2.227405070E0,4.000000000E0,3.000000000E0,3.600000000E1
5.015628864E2,6.506503493E1,2.558628663E1,2.478808703E1,4.227753709E1,4.013437748E0,3.146252136E2,2.227405070E0,4.000000000E0,3.000000000E0,3.600000000E1
5.015637950E2,6.506503493E1,2.558628663E1,2.478808703E1,4.227753709E1,4.013437748E0,3.146252136E2,2.227405070E0,4.000000000E0,3.000000000E0,3.600000000E1
5.015675643E2,6.506503493E1,2.558628663E1,2.478808703E1,4.227753709E1,4.013437748E0,3.146252136E2,2.231908849E0,4.000000000E0,3.000000000E0,3.600000000E1
5.021640499E2,6.506506373E1,2.558621908E1,2.486188256E1,4.235133581E1,4.003365040E0,3.139891663E2,2.237153746E0,4.000000000E0,3.000000000E0,3.800000000E1
5.031711813E2,6.506509797E1,2.558614213E1,2.507629268E1,4.256574999E1,4.053198338E0,3.139205933E2,2.241990453E0,4.000000000E0,3.000000000E0,3.800000000E1
5.041612864E2,6.506513186E1,2.558607746E1,2.542037769E1,4.290983987E1,4.104009151E0,3.178461609E2,2.245959427E0,3.000000000E0,3.000000000E0,3.600000000E1
5.051653993E2,6.506515853E1,2.558602119E1,2.542147294E1,4.291093856E1,4.129304409E0,3.185745850E2,2.250259416E0,3.000000000E0,3.000000000E0,3.700000000E1
5.061617573E2,6.506518613E1,2.558595694E1,2.538305969E1,4.287252843E1,4.140397549E0,3.161656494E2,2.254385092E0,3.000000000E0,3.000000000E0,3.800000000E1
5.071672779E2,6.506521261E1,2.558589530E1,2.522569280E1,4.271516452E1,4.130028248E0,3.156989441E2,2.257956823E0,3.000000000E0,3.000000000E0,3.700000000E1
5.081509299E2,6.506523418E1,2.558583884E1,2.516748083E1,4.265695452E1,4.102139473E0,3.163211670E2,2.261410592E0,3.000000000E0,3.000000000E0,3.700000000E1
5.091400430E2,6.506525415E1,2.558578241E1,2.518294959E1,4.267242480E1,4.055551529E0,3.094883118E2,2.264228706E0,3.000000000E0,3.000000000E0,3.800000000E1
5.101462050E2,6.506526878E1,2.558573332E1,2.502589378E1,4.251536953E1,3.984405518E0,3.061476746E2,2.267155030E0,3.000000000E0,3.000000000E0,3.800000000E1
5.111392983E2,6.506528554E1,2.558568519E1,2.504233175E1,4.253180872E1,3.900335789E0,3.060945435E2,2.270093850E0,3.000000000E0,3.000000000E0,3.800000000E1
5.121572761E2,6.506530101E1,2.558563436E1,2.523759314E1,4.272707076E1,3.792789936E0,3.051826477E2,2.272004928E0,3.000000000E0,3.000000000E0,4.000000000E1
5.131643005E2,6.506531068E1,2.558560066E1,2.508473951E1,4.257421739E1,3.699701786E0,3.052559204E2,2.274943296E0,3.000000000E0,3.000000000E0,3.800000000E1
5.141605179E2,6.506532453E1,2.558554728E1,2.442065688E1,4.191013476E1,3.617663145E0,3.063569641E2,2.277847336E0,3.000000000E0,3.000000000E0,3.800000000E1
5.151505805E2,6.506533755E1,2.558549358E1,2.457201499E1,4.206149261E1,3.532513857E0,3.056028137E2,2.280743603E0,3.000000000E0,3.000000000E0,4.000000000E1
5.161604639E2,6.506535045E1,2.558543991E1,2.438037261E1,4.186984993E1,3.457619667E0,3.059288330E2,2.283464454E0,3.000000000E0,3.000000000E0,3.900000000E1
5.171515606E2,6.506536584E1,2.558539477E1,2.450142469E1,4.199090307E1,3.372028589E0,3.050926514E2,2.285547352E0,3.000000000E0,3.000000000E0,4.100000000E1
5.181608389E2,6.506537772E1,2.558536042E1,2.464390450E1,4.213338373E1,3.267321110E0,3.065162659E2,2.287175295E0,3.000000000E0,3.000000000E0,3.900000000E1
5.191412857E2,6.506538490E1,2.558533016E1,2.471100666E1,4.220048571E1,3.138098240E0,3.020522461E2,2.288365875E0,3.000000000E0,3.000000000E0,4.100000000E1
5.201107663E2,6.506539203E1,2.558531121E1,2.469580414E1,4.218528382E1,2.987428188E0,3.058497009E2,2.289154575E0,2.000000000E0,3.000000000E0,3.900000000E1
5.211364435E2,6.506539533E1,2.558529632E1,2.481422896E1,4.230370849E1,2.813759804E0,3.039000244E2,2.289383592E0,2.000000000E0,3.000000000E0,3.800000000E1
5.221367907E2,6.506539620E1,2.558529188E1,2.485401664E1,4.234349608E1,1.701444149E0,3.039000854E2,NaN,2.000000000E0,3.000000000E0,4.000000000E1
