"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.139589620E1,4.199999809E0,-2.831999969E1,-1.798799896E2,1.821440997E2
3.140376974E1,4.019999981E0,-2.892000008E1,-1.796999969E2,1.820566277E2
3.141173482E1,4.619999886E0,-2.903999901E1,-1.795199890E2,1.819123206E2
3.141966939E1,4.559999943E0,-2.903999901E1,-1.795800018E2,1.819700310E2
3.142763448E1,4.920000076E0,-2.934000015E1,-1.791599884E2,1.816131698E2
3.143559957E1,5.219999790E0,-2.939999962E1,-1.788000031E2,1.812761691E2
3.144347310E1,4.679999828E0,-2.915999985E1,-1.790399933E2,1.814594367E2
3.145140767E1,4.380000114E0,-2.921999931E1,-1.789199982E2,1.813432064E2
3.145931173E1,4.259999752E0,-2.934000015E1,-1.792799988E2,1.817148898E2
3.146724630E1,4.019999981E0,-2.921999931E1,-1.794599915E2,1.818676917E2
3.147524190E1,4.019999981E0,-2.981999969E1,-1.792799988E2,1.817875429E2
3.148314596E1,4.079999924E0,-2.981999969E1,-1.790399933E2,1.815521908E2
3.149108053E1,4.079999924E0,-2.945999908E1,-1.789199982E2,1.813750360E2
3.149901510E1,4.619999886E0,-2.921999931E1,-1.790999908E2,1.815267459E2
3.150698018E1,4.739999771E0,-2.855999947E1,-1.788600006E2,1.811878610E2
3.151494527E1,4.739999771E0,-2.903999901E1,-1.792799988E2,1.816785818E2
3.152284933E1,4.380000114E0,-2.861999893E1,-1.795199890E2,1.818398064E2
3.153078390E1,3.839999914E0,-2.892000008E1,-1.793999939E2,1.817566225E2
3.153871847E1,4.019999981E0,-2.957999992E1,-1.793399963E2,1.818075111E2
3.154665304E1,4.019999981E0,-2.934000015E1,-1.790399933E2,1.814726294E2
3.155461812E1,4.799999714E0,-3.005999947E1,-1.789199982E2,1.814910723E2
3.156252218E1,4.500000000E0,-3.005999947E1,-1.786799927E2,1.812467747E2
3.157045675E1,3.419999838E0,-2.987999916E1,-1.786199951E2,1.811342414E2
3.157842183E1,3.059999943E0,-2.993999863E1,-1.785599976E2,1.810785461E2
3.158638692E1,2.639999866E0,-3.017999840E1,-1.784400024E2,1.809934705E2
3.159438253E1,2.700000048E0,-3.029999924E1,-1.785599976E2,1.811326936E2
3.160225606E1,3.240000010E0,-2.993999863E1,-1.788000031E2,1.813183449E2
3.161022115E1,3.659999847E0,-2.976000023E1,-1.786799927E2,1.811783458E2
3.161812520E1,3.299999952E0,-2.939999962E1,-1.781399994E2,1.805799251E2
3.162602926E1,3.299999952E0,-2.927999878E1,-1.783799896E2,1.807972041E2
3.163402486E1,3.059999943E0,-2.957999992E1,-1.783799896E2,1.808418112E2
3.164192891E1,2.579999924E0,-2.981999969E1,-1.783799896E2,1.808737391E2
3.164983297E1,2.939999819E0,-3.005999947E1,-1.785000000E2,1.810372812E2
3.165779806E1,2.939999819E0,-3.017999840E1,-1.780800018E2,1.806431924E2
3.166573262E1,3.119999886E0,-3.053999901E1,-1.777799988E2,1.804110692E2
3.167372823E1,3.539999962E0,-3.077999878E1,-1.774799957E2,1.801640608E2
3.168163228E1,3.419999838E0,-3.047999954E1,-1.775999908E2,1.802289752E2
3.168956685E1,3.539999962E0,-3.042000008E1,-1.777799988E2,1.803985476E2
3.169750142E1,3.480000019E0,-3.011999893E1,-1.779599915E2,1.805244673E2
3.170546651E1,3.539999962E0,-3.029999924E1,-1.780199890E2,1.806148888E2
3.171343160E1,3.659999847E0,-3.035999870E1,-1.779599915E2,1.805682244E2
3.172136617E1,3.599999905E0,-3.053999901E1,-1.773000031E2,1.799470550E2
3.172930074E1,3.899999857E0,-3.053999901E1,-1.771199951E2,1.797759556E2
3.173723531E1,3.599999905E0,-3.011999893E1,-1.773600006E2,1.799353888E2
3.174516988E1,3.179999828E0,-3.023999977E1,-1.775399933E2,1.801250099E2
3.175313497E1,3.480000019E0,-3.017999840E1,-1.774199982E2,1.800022179E2
3.176100850E1,3.539999962E0,-3.029999924E1,-1.771199951E2,1.797278894E2
3.176897359E1,3.659999847E0,-3.084000015E1,-1.766999969E2,1.794084450E2
3.177690816E1,3.779999971E0,-3.071999931E1,-1.765800018E2,1.792721501E2
3.178487325E1,3.779999971E0,-3.047999954E1,-1.769400024E2,1.795858659E2
3.179286886E1,4.019999981E0,-3.029999924E1,-1.772399902E2,1.798562328E2
3.180074239E1,3.899999857E0,-3.017999840E1,-1.775999908E2,1.801882323E2
3.180867696E1,3.839999914E0,-3.077999878E1,-1.774199982E2,1.801111037E2
3.181658101E1,3.659999847E0,-3.131999969E1,-1.771799927E2,1.799641292E2
3.182454610E1,2.879999876E0,-3.161999893E1,-1.773000031E2,1.801205425E2
3.183251119E1,2.879999876E0,-3.143999863E1,-1.766399994E2,1.794392858E2
3.184044576E1,2.519999981E0,-3.113999939E1,-1.766399994E2,1.793815468E2
3.184841085E1,2.460000038E0,-3.131999969E1,-1.768799896E2,1.796483362E2
3.185634542E1,2.700000048E0,-3.155999947E1,-1.762799988E2,1.791032148E2
3.186427999E1,2.639999866E0,-3.137999916E1,-1.765199890E2,1.793069448E2
3.187227559E1,2.700000048E0,-3.131999969E1,-1.765199890E2,1.792973477E2
3.188017965E1,2.399999857E0,-3.150000000E1,-1.766399994E2,1.794427468E2
3.188814474E1,2.039999962E0,-3.113999939E1,-1.765800018E2,1.793163635E2
3.189604879E1,1.740000010E0,-3.161999893E1,-1.760999908E2,1.789247292E2
3.190398336E1,2.339999914E0,-3.167999840E1,-1.758600006E2,1.787060092E2
3.191197896E1,2.519999981E0,-3.143999863E1,-1.756199951E2,1.784298366E2
3.191988302E1,2.819999933E0,-3.119999886E1,-1.760399933E2,1.788056810E2
3.192778707E1,2.639999866E0,-3.077999878E1,-1.765199890E2,1.792029142E2
3.193575216E1,2.279999971E0,-3.084000015E1,-1.768799896E2,1.795628991E2
3.194368673E1,2.220000029E0,-3.053999901E1,-1.768799896E2,1.795108650E2
3.195165182E1,1.979999900E0,-3.023999977E1,-1.766999969E2,1.792798564E2
3.195955587E1,2.279999971E0,-3.023999977E1,-1.763399963E2,1.789286179E2
3.196749044E1,2.460000038E0,-2.957999992E1,-1.757399902E2,1.782289880E2
3.197539449E1,2.519999981E0,-2.939999962E1,-1.756199951E2,1.780817033E2
3.198329854E1,2.579999924E0,-2.981999969E1,-1.754400024E2,1.779749512E2
3.199129415E1,2.819999933E0,-3.011999893E1,-1.753199921E2,1.779108382E2
3.199916768E1,2.279999971E0,-3.023999977E1,-1.754400024E2,1.780417098E2
3.200713277E1,2.159999847E0,-3.029999924E1,-1.753199921E2,1.779321645E2
3.201506734E1,2.220000029E0,-3.023999977E1,-1.748999939E2,1.775088557E2
3.202303243E1,2.099999905E0,-3.011999893E1,-1.747799988E2,1.773687467E2
3.203102804E1,2.759999990E0,-3.035999870E1,-1.743000031E2,1.769458623E2
3.203890157E1,2.579999924E0,-3.042000008E1,-1.743000031E2,1.769534511E2
3.204686666E1,2.639999866E0,-3.023999977E1,-1.748399963E2,1.774554916E2
3.205480123E1,2.279999971E0,-3.000000000E1,-1.748399963E2,1.774097594E2
3.206273580E1,2.039999962E0,-2.976000023E1,-1.752599945E2,1.777804401E2
3.207067037E1,1.860000014E0,-2.969999886E1,-1.748399963E2,1.773543736E2
3.207857442E1,1.860000014E0,-2.951999855E1,-1.746600037E2,1.771468509E2
3.208650899E1,1.740000010E0,-2.976000023E1,-1.750199890E2,1.775406482E2
3.209441304E1,1.439999938E0,-2.993999863E1,-1.747200012E2,1.772725471E2
3.210231710E1,1.919999957E0,-2.957999992E1,-1.750199890E2,1.775124203E2
3.211028219E1,1.740000010E0,-2.976000023E1,-1.748399963E2,1.773632136E2
3.211815572E1,2.039999962E0,-2.927999878E1,-1.747799988E2,1.772273340E2
3.212609029E1,2.039999962E0,-2.909999847E1,-1.752599945E2,1.776711490E2
3.213399434E1,1.979999900E0,-2.921999931E1,-1.751399994E2,1.775718112E2
3.214195943E1,2.220000029E0,-2.897999954E1,-1.751399994E2,1.775353152E2
3.214995504E1,2.519999981E0,-2.873999977E1,-1.749599915E2,1.773226906E2
3.215782857E1,2.220000029E0,-2.843999863E1,-1.750800018E2,1.773887509E2
3.216573263E1,1.860000014E0,-2.819999886E1,-1.749599915E2,1.772278143E2
3.217366720E1,1.620000005E0,-2.801999855E1,-1.748399963E2,1.770784262E2
3.218163228E1,1.259999990E0,-2.885999870E1,-1.746600037E2,1.770327766E2
3.218959737E1,1.199999928E0,-2.921999931E1,-1.744799957E2,1.769138696E2
3.219753194E1,1.259999990E0,-2.945999908E1,-1.743600006E2,1.768357683E2
3.220549703E1,1.439999938E0,-2.963999939E1,-1.745999908E2,1.771038113E2
3.221340108E1,1.079999924E0,-2.873999977E1,-1.747200012E2,1.770712648E2
3.222133565E1,1.199999928E0,-2.879999924E1,-1.743600006E2,1.767265961E2
3.222933126E1,1.199999928E0,-2.879999924E1,-1.743600006E2,1.767265961E2
3.223723531E1,8.999999762E-1,-2.879999924E1,-1.744199982E2,1.767840087E2
3.224516988E1,8.399999738E-1,-2.879999924E1,-1.741199951E2,1.764877283E2
3.225310445E1,8.399999738E-1,-2.855999947E1,-1.744199982E2,1.767447734E2
3.226106954E1,7.799999714E-1,-2.813999939E1,-1.746600037E2,1.769140606E2
3.226903463E1,1.439999938E0,-2.777999878E1,-1.747799988E2,1.769798008E2
3.227693868E1,1.679999948E0,-2.784000015E1,-1.751999969E2,1.774061074E2
3.228487325E1,1.979999900E0,-2.777999878E1,-1.755599976E2,1.777553416E2
3.229280782E1,2.279999971E0,-2.795999908E1,-1.755599976E2,1.777871556E2
3.230077291E1,1.199999928E0,-2.801999855E1,-1.750199890E2,1.772528050E2
3.230870748E1,9.599999785E-1,-2.819999886E1,-1.744799957E2,1.767467976E2
3.231658101E1,5.999999642E-1,-2.801999855E1,-1.740000000E2,1.762426745E2
3.232454610E1,4.799999893E-1,-2.807999992E1,-1.740599976E2,1.763110874E2
3.233245016E1,1.439999938E0,-2.868000031E1,-1.745999908E2,1.769456776E2
3.234038472E1,1.559999943E0,-2.885999870E1,-1.748999939E2,1.772719408E2
3.234834981E1,1.860000014E0,-2.897999954E1,-1.748999939E2,1.772944101E2
3.235625387E1,1.860000014E0,-2.909999847E1,-1.746600037E2,1.770773458E2
3.236418844E1,1.559999943E0,-2.885999870E1,-1.744799957E2,1.768575756E2
3.237212301E1,1.799999952E0,-2.861999893E1,-1.743600006E2,1.767024452E2
3.238005758E1,1.620000005E0,-2.855999947E1,-1.744799957E2,1.768094083E2
3.238805318E1,1.439999938E0,-2.837999916E1,-1.747200012E2,1.770157529E2
3.239592672E1,1.500000000E0,-2.850000000E1,-1.748399963E2,1.771539565E2
3.240389180E1,1.019999981E0,-2.826000023E1,-1.749599915E2,1.772305465E2
3.241182638E1,7.199999690E-1,-2.837999916E1,-1.748999939E2,1.771890251E2
3.241976095E1,6.599999666E-1,-2.831999969E1,-1.748999939E2,1.771791914E2
3.242772603E1,2.399999946E-1,-2.807999992E1,-1.748999939E2,1.771399217E2
3.243563009E1,4.799999893E-1,-2.813999939E1,-1.749599915E2,1.772091662E2
3.244356466E1,1.019999981E0,-2.807999992E1,-1.750800018E2,1.773204270E2
3.245149923E1,1.259999990E0,-2.807999992E1,-1.750800018E2,1.773219700E2
3.245943380E1,1.199999928E0,-2.784000015E1,-1.745999908E2,1.768096785E2
3.246742940E1,9.599999785E-1,-2.771999931E1,-1.745399933E2,1.767301028E2
3.247530294E1,6.599999666E-1,-2.753999901E1,-1.741799927E2,1.763449942E2
3.248326803E1,1.799999923E-1,-2.705999947E1,-1.740599976E2,1.761509544E2
3.249120260E1,0.000000000E0,-2.711999893E1,-1.744199982E2,1.765158070E2
3.249910665E1,1.799999923E-1,-2.711999893E1,-1.741799927E2,1.762787468E2
3.250707174E1,1.799999923E-1,-2.705999947E1,-1.742399902E2,1.763288126E2
3.251497579E1,5.399999619E-1,-2.723999977E1,-1.740599976E2,1.761794311E2
3.252291036E1,4.199999869E-1,-2.693999863E1,-1.742399902E2,1.763108452E2
3.253084493E1,2.399999946E-1,-2.663999939E1,-1.745999908E2,1.766207914E2
3.253877950E1,3.599999845E-1,-2.634000015E1,-1.745999908E2,1.765759950E2
3.254674459E1,1.199999973E-1,-2.657999992E1,-1.748399963E2,1.768489048E2
3.255464864E1,3.599999845E-1,-2.645999908E1,-1.743600006E2,1.763566584E2
3.256258321E1,3.599999845E-1,-2.663999939E1,-1.741799927E2,1.762058144E2
3.257051778E1,2.399999946E-1,-2.657999992E1,-1.744199982E2,1.764338113E2
3.257848287E1,-1.199999973E-1,-2.609999847E1,-1.741799927E2,1.761246552E2
3.258647848E1,1.799999923E-1,-2.579999924E1,-1.744799957E2,1.763772697E2
3.259435201E1,-1.199999973E-1,-2.531999969E1,-1.743600006E2,1.761888946E2
3.260234762E1,-1.199999973E-1,-2.531999969E1,-1.743600006E2,1.761888946E2
3.261028219E1,0.000000000E0,-2.543999863E1,-1.745399933E2,1.763842476E2
3.261821676E1,-5.399999619E-1,-2.579999924E1,-1.746600037E2,1.765560773E2
3.262621236E1,-5.999999866E-2,-2.592000008E1,-1.749599915E2,1.768695808E2
3.263408590E1,-1.799999923E-1,-2.597999954E1,-1.749599915E2,1.768784650E2
3.264205099E1,5.999999866E-2,-2.585999870E1,-1.752599945E2,1.771575819E2
3.264998556E1,5.999999866E-2,-2.550000000E1,-1.750199890E2,1.768678890E2
3.265788961E1,-2.399999946E-1,-2.484000015E1,-1.748399963E2,1.765958876E2
3.266585470E1,-3.599999845E-1,-2.418000031E1,-1.752599945E2,1.769205123E2
3.267375875E1,-6.599999666E-1,-2.369999886E1,-1.747200012E2,1.763213100E2
3.268172384E1,0.000000000E0,-2.381999969E1,-1.751399994E2,1.767524024E2
3.268965841E1,-5.999999866E-2,-2.387999916E1,-1.747200012E2,1.763443699E2
3.269759298E1,-3.599999845E-1,-2.393999863E1,-1.743000031E2,1.759367619E2
3.270558858E1,0.000000000E0,-2.393999863E1,-1.743600006E2,1.759958333E2
3.271349264E1,-8.399999738E-1,-2.376000023E1,-1.741799927E2,1.757950883E2
3.272142721E1,-7.199999690E-1,-2.369999886E1,-1.747200012E2,1.763215448E2
3.272936178E1,-7.799999714E-1,-2.376000023E1,-1.745399933E2,1.761515122E2
3.273729635E1,-1.199999928E0,-2.405999947E1,-1.744199982E2,1.760757205E2
3.274529195E1,-1.019999981E0,-2.429999924E1,-1.738799896E2,1.755727233E2
3.275319600E1,-1.259999990E0,-2.447999954E1,-1.735199890E2,1.752428160E2
3.276113058E1,-8.399999738E-1,-2.471999931E1,-1.732200012E2,1.749770065E2
3.276906514E1,-8.399999738E-1,-2.447999954E1,-1.735199890E2,1.752402995E2
3.277703023E1,-1.079999924E0,-2.376000023E1,-1.735800018E2,1.752019436E2
3.278502584E1,-1.019999981E0,-2.376000023E1,-1.735800018E2,1.752015840E2
3.279289937E1,-1.079999924E0,-2.357999992E1,-1.735800018E2,1.751776237E2
3.280089498E1,-7.199999690E-1,-2.363999939E1,-1.732200012E2,1.748271626E2
3.280879903E1,-3.599999845E-1,-2.418000031E1,-1.733999939E2,1.750781537E2
3.281676412E1,-5.999999642E-1,-2.418000031E1,-1.736399994E2,1.753165189E2
3.282475972E1,-7.799999714E-1,-2.381999969E1,-1.740000000E2,1.756246019E2
3.283263326E1,-8.999999762E-1,-2.376000023E1,-1.742399902E2,1.758548316E2
3.284059835E1,-8.399999738E-1,-2.351999855E1,-1.738799896E2,1.754655143E2
3.284850240E1,-4.199999869E-1,-2.345999908E1,-1.735199890E2,1.750992134E2
3.285640645E1,-7.199999690E-1,-2.357999992E1,-1.736999969E2,1.752946769E2
3.286440206E1,-7.199999690E-1,-2.345999908E1,-1.736999969E2,1.752785751E2
3.287230611E1,-1.319999933E0,-2.363999939E1,-1.738199921E2,1.754251453E2
3.288021016E1,-1.500000000E0,-2.363999939E1,-1.735800018E2,1.751888027E2
3.288817525E1,-1.139999986E0,-2.393999863E1,-1.730399933E2,1.746919071E2
3.289610982E1,-7.799999714E-1,-2.393999863E1,-1.731600037E2,1.748088064E2
3.290407491E1,-4.799999893E-1,-2.400000000E1,-1.729799957E2,1.746376515E2
3.291197896E1,5.999999866E-2,-2.369999886E1,-1.732799988E2,1.748932575E2
3.291991353E1,0.000000000E0,-2.351999855E1,-1.729799957E2,1.745716737E2
3.292784810E1,-4.799999893E-1,-2.345999908E1,-1.718999939E2,1.734941205E2
3.293581319E1,-7.199999690E-1,-2.315999985E1,-1.715999908E2,1.731573298E2
3.294377828E1,-1.139999986E0,-2.327999878E1,-1.708799896E2,1.724622533E2
3.295165182E1,-1.199999928E0,-2.297999954E1,-1.704599915E2,1.720061890E2
3.295964742E1,-1.199999928E0,-2.297999954E1,-1.704599915E2,1.720061890E2
3.296755147E1,-1.079999924E0,-2.279999924E1,-1.700399933E2,1.715651645E2
3.297548604E1,-1.679999948E0,-2.285999870E1,-1.699799957E2,1.715185147E2
3.298348165E1,-1.319999933E0,-2.327999878E1,-1.708199921E2,1.724040905E2
3.299135518E1,-1.679999948E0,-2.334000015E1,-1.714799957E2,1.730692548E2
3.299928975E1,-1.620000005E0,-2.357999992E1,-1.718999939E2,1.735172865E2
3.300719381E1,-1.079999924E0,-2.345999908E1,-1.726199951E2,1.742102198E2
3.301512838E1,-1.620000005E0,-2.351999855E1,-1.717799988E2,1.733902613E2
3.302309346E1,-1.620000005E0,-2.363999939E1,-1.715999908E2,1.732282622E2
3.303099752E1,-1.439999938E0,-2.357999992E1,-1.716600037E2,1.732779468E2
3.303893209E1,-1.319999933E0,-2.363999939E1,-1.715999908E2,1.732257164E2
3.304686666E1,-8.999999762E-1,-2.400000000E1,-1.718999939E2,1.735696342E2
3.305483175E1,-7.199999690E-1,-2.393999863E1,-1.716600037E2,1.733228167E2
3.306276632E1,-7.799999714E-1,-2.435999870E1,-1.713000031E2,1.730251686E2
3.307060933E1,-8.999999762E-1,-2.442000008E1,-1.712399902E2,1.729747978E2
3.307860494E1,-1.259999990E0,-2.418000031E1,-1.716600037E2,1.733592134E2
3.308650899E1,-1.379999995E0,-2.429999924E1,-1.718399963E2,1.735551172E2
3.309444356E1,-1.259999990E0,-2.435999870E1,-1.720800018E2,1.738002421E2
3.310243917E1,-1.139999986E0,-2.465999985E1,-1.717200012E2,1.734853712E2
3.311034322E1,-1.379999995E0,-2.495999908E1,-1.714199982E2,1.732331427E2
3.311827779E1,-8.999999762E-1,-2.477999878E1,-1.708799896E2,1.726697113E2
3.312621236E1,-6.599999666E-1,-2.477999878E1,-1.710000000E2,1.727873952E2
3.313414693E1,-9.599999785E-1,-2.453999901E1,-1.709400024E2,1.726951580E2
3.314214254E1,-4.799999893E-1,-2.453999901E1,-1.705800018E2,1.723368184E2
3.315001607E1,-8.399999738E-1,-2.471999931E1,-1.708799896E2,1.726608086E2
3.315801168E1,-1.439999938E0,-2.453999901E1,-1.700399933E2,1.718076962E2
3.316594625E1,-1.379999995E0,-2.501999855E1,-1.701600037E2,1.719951499E2
3.317391134E1,-1.500000000E0,-2.519999886E1,-1.703999939E2,1.722598266E2
3.318190694E1,-1.259999990E0,-2.513999939E1,-1.701600037E2,1.720117264E2
3.318981100E1,-9.599999785E-1,-2.489999962E1,-1.706999969E2,1.725091897E2
3.319774557E1,-5.399999619E-1,-2.465999985E1,-1.703399963E2,1.721165929E2
3.320568014E1,-5.399999619E-1,-2.423999977E1,-1.699799957E2,1.717005187E2
3.321361471E1,-4.799999893E-1,-2.453999901E1,-1.695599976E2,1.713272737E2
3.322161031E1,-1.199999973E-1,-2.513999939E1,-1.694400024E2,1.712949164E2
3.322951436E1,-4.199999869E-1,-2.513999939E1,-1.695000000E2,1.713547372E2
3.323744893E1,-6.599999666E-1,-2.568000031E1,-1.693799896E2,1.713168961E2
3.324538350E1,-7.199999690E-1,-2.592000008E1,-1.694400024E2,1.714125994E2
3.325334859E1,-1.379999995E0,-2.592000008E1,-1.692599945E2,1.712387122E2
3.326131368E1,-1.319999933E0,-2.634000015E1,-1.690800018E2,1.711244723E2
3.326921773E1,-8.399999738E-1,-2.603999901E1,-1.690199890E2,1.710162093E2
3.327715230E1,-5.399999619E-1,-2.592000008E1,-1.687799988E2,1.707595561E2
3.328508687E1,-3.599999845E-1,-2.568000031E1,-1.689599915E2,1.709007628E2
3.329302144E1,-6.599999666E-1,-2.526000023E1,-1.690199890E2,1.708983906E2
3.330101705E1,-1.019999981E0,-2.543999863E1,-1.691999969E2,1.711048594E2
3.330892110E1,-1.319999933E0,-2.555999947E1,-1.694400024E2,1.713621032E2
3.331685567E1,-1.019999981E0,-2.543999863E1,-1.690199890E2,1.709268575E2
3.332479024E1,-7.199999690E-1,-2.573999977E1,-1.689599915E2,1.709109262E2
3.333275533E1,-7.199999690E-1,-2.603999901E1,-1.683600006E2,1.703634050E2
3.334072042E1,-7.199999690E-1,-2.615999985E1,-1.684799957E2,1.705003606E2
3.334859395E1,-3.599999845E-1,-2.651999855E1,-1.684799957E2,1.705548266E2
3.335655904E1,0.000000000E0,-2.663999939E1,-1.681199951E2,1.702175735E2
3.336449361E1,2.999999821E-1,-2.634000015E1,-1.684799957E2,1.705268148E2
3.337245870E1,5.399999619E-1,-2.609999847E1,-1.687799988E2,1.707869711E2
3.338042379E1,-5.999999866E-2,-2.597999954E1,-1.685999908E2,1.705899202E2
3.338835836E1,-2.399999946E-1,-2.579999924E1,-1.690800018E2,1.710372608E2
3.339629293E1,5.999999866E-2,-2.573999977E1,-1.692599945E2,1.712060073E2
3.340425802E1,-5.999999866E-2,-2.579999924E1,-1.688999939E2,1.708591569E2
3.341219259E1,1.799999923E-1,-2.568000031E1,-1.687799988E2,1.707225316E2
3.342018819E1,1.199999973E-1,-2.568000031E1,-1.682399902E2,1.701886340E2
3.342806173E1,-1.199999973E-1,-2.579999924E1,-1.676999969E2,1.696730484E2
3.343605733E1,5.999999866E-2,-2.609999847E1,-1.672799988E2,1.693039028E2
3.344396138E1,-4.799999893E-1,-2.634000015E1,-1.672200012E2,1.692824705E2
3.345192647E1,-7.199999690E-1,-2.627999878E1,-1.676999969E2,1.697481832E2
3.345986104E1,-5.999999642E-1,-2.615999985E1,-1.675199890E2,1.695513265E2
3.346776510E1,-4.199999869E-1,-2.603999901E1,-1.680000000E2,1.700066409E2
3.347573018E1,2.999999821E-1,-2.597999954E1,-1.681199951E2,1.701157933E2
3.348363424E1,5.999999642E-1,-2.597999954E1,-1.684799957E2,1.704723712E2
3.349153829E1,4.199999869E-1,-2.597999954E1,-1.691399994E2,1.711241543E2
3.349953390E1,-1.799999923E-1,-2.579999924E1,-1.688999939E2,1.708592412E2
3.350746846E1,-2.999999821E-1,-2.555999947E1,-1.690800018E2,1.710013175E2
3.351540304E1,-5.999999866E-2,-2.561999893E1,-1.684199982E2,1.703575174E2
3.352330709E1,-5.999999866E-2,-2.543999863E1,-1.680599976E2,1.699745861E2
3.353124166E1,0.000000000E0,-2.561999893E1,-1.683600006E2,1.702981919E2
3.353923726E1,-5.999999866E-2,-2.585999870E1,-1.684799957E2,1.704530789E2
3.354711080E1,-3.599999845E-1,-2.543999863E1,-1.685399933E2,1.704495599E2
3.355510641E1,-1.799999923E-1,-2.531999969E1,-1.684199982E2,1.703127434E2
3.356301046E1,-1.799999923E-1,-2.543999863E1,-1.681199951E2,1.700339927E2
3.357097554E1,5.399999619E-1,-2.526000023E1,-1.681799927E2,1.700672489E2
3.357897115E1,7.799999714E-1,-2.543999863E1,-1.679400024E2,1.698577238E2
3.358684469E1,1.079999924E0,-2.592000008E1,-1.679400024E2,1.699319194E2
3.359477926E1,1.379999995E0,-2.579999924E1,-1.679400024E2,1.699158285E2
3.360271383E1,8.999999762E-1,-2.561999893E1,-1.678199921E2,1.697667343E2
3.361067891E1,8.999999762E-1,-2.561999893E1,-1.680599976E2,1.700039915E2
3.361864400E1,4.799999893E-1,-2.568000031E1,-1.680599976E2,1.700113396E2
3.362654806E1,7.199999690E-1,-2.550000000E1,-1.682399902E2,1.701630474E2
3.363448263E1,6.599999666E-1,-2.555999947E1,-1.684199982E2,1.703497724E2
3.364241720E1,5.399999619E-1,-2.573999977E1,-1.682399902E2,1.701985120E2
3.365038228E1,7.199999690E-1,-2.585999870E1,-1.682399902E2,1.702173676E2
3.365834737E1,5.999999642E-1,-2.609999847E1,-1.677599945E2,1.697792263E2
3.366628194E1,4.799999893E-1,-2.645999908E1,-1.675199890E2,1.695974902E2
3.367421651E1,5.399999619E-1,-2.705999947E1,-1.676999969E2,1.698700213E2
3.368212057E1,5.399999619E-1,-2.687999916E1,-1.681799927E2,1.703154012E2
3.369005514E1,7.199999690E-1,-2.700000000E1,-1.686600037E2,1.708090022E2
3.369802022E1,6.599999666E-1,-2.705999947E1,-1.684799957E2,1.706405231E2
3.370592428E1,8.999999762E-1,-2.669999886E1,-1.683000031E2,1.704071330E2
3.371385885E1,4.799999893E-1,-2.681999969E1,-1.677599945E2,1.698910196E2
3.372176290E1,6.599999666E-1,-2.693999863E1,-1.675800018E2,1.697328965E2
3.372966695E1,8.999999762E-1,-2.693999863E1,-1.675800018E2,1.697339994E2
3.373766256E1,1.079999924E0,-2.639999962E1,-1.678199921E2,1.698872453E2
3.374553609E1,1.799999952E0,-2.597999954E1,-1.683000031E2,1.703029401E2
3.375350118E1,1.740000010E0,-2.550000000E1,-1.682399902E2,1.701704202E2
3.376143575E1,1.799999952E0,-2.526000023E1,-1.687200012E2,1.706099248E2
3.376940084E1,1.379999995E0,-2.585999870E1,-1.686600037E2,1.706365751E2
3.377739644E1,1.259999990E0,-2.627999878E1,-1.685999908E2,1.706405076E2
3.378526998E1,1.319999933E0,-2.657999992E1,-1.684199982E2,1.705096319E2
3.379320455E1,1.799999952E0,-2.723999977E1,-1.678799896E2,1.700851213E2
3.380113912E1,1.979999900E0,-2.729999924E1,-1.676399994E2,1.698598827E2
3.380904317E1,2.099999905E0,-2.676000023E1,-1.675199890E2,1.696568723E2
3.381697774E1,1.919999957E0,-2.645999908E1,-1.680000000E2,1.700817978E2
3.382488180E1,1.379999995E0,-2.526000023E1,-1.683600006E2,1.702499980E2
3.383281637E1,1.620000005E0,-2.477999878E1,-1.683000031E2,1.701222025E2
3.384072042E1,1.799999952E0,-2.489999962E1,-1.683600006E2,1.702008807E2
3.384862447E1,2.039999962E0,-2.453999901E1,-1.683000031E2,1.700919286E2
3.385662008E1,2.339999914E0,-2.537999916E1,-1.683600006E2,1.702783303E2
3.386452413E1,2.399999857E0,-2.561999893E1,-1.681799927E2,1.701371631E2
3.387242818E1,2.819999933E0,-2.561999893E1,-1.683000031E2,1.702622324E2
3.388036275E1,3.059999943E0,-2.609999847E1,-1.686600037E2,1.706949629E2
3.388829732E1,3.059999943E0,-2.592000008E1,-1.685999908E2,1.706082264E2
3.389626241E1,2.819999933E0,-2.579999924E1,-1.688399963E2,1.708231153E2
3.390416646E1,2.279999971E0,-2.603999901E1,-1.685999908E2,1.706142927E2
3.391210103E1,2.279999971E0,-2.592000008E1,-1.677599945E2,1.697658993E2
3.392003560E1,1.919999957E0,-2.555999947E1,-1.679400024E2,1.698847974E2
3.392793966E1,2.159999847E0,-2.603999901E1,-1.680599976E2,1.700791284E2
3.393593526E1,2.819999933E0,-2.579999924E1,-1.680000000E2,1.699929186E2
3.394383932E1,2.819999933E0,-2.513999939E1,-1.684199982E2,1.703093296E2
3.395177388E1,3.720000029E0,-2.501999855E1,-1.681199951E2,1.700122686E2
3.395970846E1,3.839999914E0,-2.447999954E1,-1.684199982E2,1.702331101E2
3.396764303E1,3.480000019E0,-2.429999924E1,-1.690199890E2,1.707933168E2
3.397563863E1,3.779999971E0,-2.435999870E1,-1.694400024E2,1.712238662E2
